,reconfig_prob,reconfig_weight,alpha_weight,shutdown_prob,shutdown_weight,shutdown_time_1,shutdown_time_2,shutdown_time_prob
0,0.3309333306758553,0.17539249075208171,0.7419295192939342,0.7601057733346215,0.45525954252642825,899.428030016652,1405.7118353898004,0.7174797270223526
