,start_time,end_time,work_duration,reconfig_count,power_off_count,min_stretch_time,max_stretch_time,mean_stretch_time,stdev_stretch_time,average_power_norm,cost
0,140,18083.221024439834,17943.221024439834,0,0,0.1705925121518614,453.49756982069505,31.803209273273687,88.911140957592,1.7938602399111951,57.05051261690068
1,200,17943.221024439834,17743.221024439834,0,0,0.13385177269499474,455.41436478351096,32.36546210831746,89.08715502586817,1.8007468188799967,58.28200293313373
2,1220,17743.221024439834,16523.221024439834,0,0,0.20327044313367815,455.2661872210266,34.102129858292365,89.29217845656136,1.8591768794464507,63.40189137241763
3,60,16533.221024439834,16473.221024439834,0,0,0.1697312992380028,453.489866789407,34.75055535909624,88.89390497657244,1.8496660070057043,64.27692097229021
4,680,16612.722461199308,15932.722461199308,0,0,0.20342731711607487,455.35117080115407,34.90775748850199,89.13464920362918,1.8809453765855753,65.65958505496832
5,20,16427.108512206254,16407.108512206254,0,0,0.2044660092726201,453.8005478693949,34.491773565490995,89.00064312623748,1.8603974255481435,64.16840674382895
6,610,16407.108512206254,15797.108512206254,0,0,0.15521634926892652,455.60545806503995,35.02952426533741,89.14212954782496,1.8933244840024315,66.3222559545206
7,10,15797.108512206254,15787.108512206254,0,0,0.23047233013577856,455.3575598324974,35.017162539930034,89.09478428680175,1.8959452540282955,66.39062312711776
8,410,15851.678406990435,15441.678406990435,0,0,0.18648161156061238,453.6396882537962,34.55963627933332,88.948504785743,1.9220478910324834,66.4252760255423
9,50,15451.678406990435,15401.678406990435,0,0,0.21311396008066036,453.97084633632346,34.597633183991086,88.99000407248944,1.9231720830906163,66.53720228046117
10,40,15859.713707791956,15819.713707791956,0,0,0.20625131335534722,455.28563532036657,34.67158185248434,89.18466279969867,1.9004061628843163,65.89008782940925
11,420,16235.30914665203,15815.30914665203,0,0,0.15149312484750746,454.94229264595276,34.64884107107766,89.13521947014448,1.9235299645190482,66.64808403607616
12,180,15882.118771188132,15702.118771188132,0,0,0.15170064423523102,455.10321385128066,34.694802542728326,89.14490853856313,1.9175590594969074,66.52933293326504
13,550,19599.953951812873,19049.953951812873,0,0,0.15108703849007235,454.62739240061956,34.66293924828178,89.07649405387541,1.850809096619891,64.15448327630256
14,60,19059.953951812873,18999.953951812873,0,0,0.15205285290104736,455.3763345637681,34.736349032198945,89.17526135034353,1.8542512725467377,64.40991939658254
15,90,18999.953951812873,18909.953951812873,0,0,0.15167335869982046,120.51465868120621,4.775729974916142,19.822304028501016,1.4517566107315736,6.933197562153441
16,280,18919.953951812873,18639.953951812873,0,0,0.15227354373872692,120.98007302605319,4.792966581607503,19.89354120690762,1.4680526557504148,7.036327319051883
17,30,18649.953951812873,18619.953951812873,0,0,0.15239509749913885,75.95339981183113,2.3304577124663797,10.713524217713232,1.4474566264434567,3.3732364585557213
18,230,18619.953951812873,18389.953951812873,0,0,0.150480830302975,76.31632605387672,2.3624462582487564,10.765792145669149,1.453381657981071,3.433536059704755
19,20,18399.953951812873,18379.953951812873,0,0,0.15147902200783736,75.6146173008963,2.3723542418384125,10.662505031645573,1.4568530691550479,3.4561715583452877
20,60,18389.953951812873,18329.953951812873,0,0,0.1518582514808885,75.75486372635004,2.3847411705551456,10.681169927033979,1.4502581228017053,3.4584902533772466
21,180,18329.953951812873,18149.953951812873,0,0,0.12364468102782757,76.2010847732485,2.3633825052027624,10.74862733173627,1.462114186831311,3.4555350897658834
22,1120,18149.953951812873,17029.953951812873,0,0,0.1500964617886256,76.17417911112794,2.3708732763899856,10.743220654227033,1.5107603081383438,3.5818212415958994
23,600,17039.953951812873,16439.953951812873,0,0,0.1508721651512379,76.46104928222344,2.406302796247921,10.780658343066854,1.5341877531027854,3.6917202802605478
24,90,16439.953951812873,16349.953951812873,0,0,0.15064133856622253,76.3756851274081,2.45148170239904,10.764601175255544,1.54185961279438,3.7798406284334916
25,140,16359.953951812875,16219.953951812875,0,0,0.15259499619122086,76.02732623108247,2.6401372324978483,10.759653759186051,1.5007755073945348,3.962253294693161
26,350,16805.35445425739,16455.35445425739,0,0,0.1508171636477855,76.44070865787334,2.64373226268483,10.818135867046227,1.5117106558404765,3.996558232689911
27,590,16465.35445425739,15875.35445425739,0,0,0.15006426119795416,76.162270707219,2.637348717090163,10.779377435943315,1.5483458792301903,4.0835280181995826
28,270,16009.770828800745,15739.770828800745,0,0,0.15046372176272135,76.30999898336681,2.719074641116353,10.795958797178699,1.5564087770850172,4.231991636982785
29,80,15749.770828800745,15669.770828800745,0,0,0.15198756482022463,23.83263806606584,1.4334734686520723,3.565389271652004,1.5060981064211056,2.15895167674178
30,570,15815.615264694716,15245.615264694716,0,0,0.15172636462715483,23.819102912508235,1.456722803069827,3.5605834208224953,1.5294116756720062,2.2279288632326457
31,70,16987.1759220978,16917.1759220978,0,0,0.15127101593024944,23.795507162204856,1.4431045980413113,3.5604193879546444,1.4968732341666946,2.1601446469109256
32,10,16917.1759220978,16907.1759220978,0,0,0.15029612821072122,23.74498937800968,1.4420643382469793,3.55593588527907,1.5202895965073722,2.192355410931171
33,150,16907.1759220978,16757.1759220978,0,0,0.1499752149403841,39.465862777748505,2.2205775508896624,6.441592117560696,1.522096518862806,3.3799333600740504
34,350,16767.1759220978,16417.1759220978,0,0,0.15256603838716257,92.36113051807513,4.0817866061714785,14.273728983838962,1.5323852452339115,6.254869569490577
35,960,16417.1759220978,15457.175922097798,0,0,0.1516445361106974,92.15686981641709,4.229595670799652,14.240371319499108,1.554017225678181,6.5728645300765205
